Movement_Mag,HR,SpO2,Label
1.0878337058381031,85,96,0
4.751426548521712,137,85,1
1.0459277684981374,98,97,0
4.107869598829334,122,90,1
3.3159241847580394,148,87,1
3.64418977854037,149,90,1
3.062683282195258,152,87,1
3.8839316998321665,136,86,1
4.45144933702044,146,91,1
2.620306099082291,116,86,1
1.1864927670557077,71,97,0
1.0958720214994024,67,95,0
1.1727846723953712,62,96,0
1.063631327054104,96,98,0
1.0100563621590501,60,97,0
4.980527770355426,151,91,1
0.9980216327619468,77,95,0
2.7892403019041887,114,86,1
4.445441506542365,118,91,1
2.769792932296774,159,90,1
4.981646029318549,152,90,1
1.0828684222321887,63,96,0
1.0508897924793397,98,95,0
3.4565678260649433,134,90,1
1.1202717083532063,62,98,0
2.7521750415619533,154,91,1
0.8633528865400644,69,95,0
1.1982893868441769,63,97,0
0.8945319473123675,76,99,0
0.9745509369898041,75,95,0
1.189791486798998,70,95,0
2.6698625311167588,132,86,1
3.570153759829042,146,91,1
0.8920182974063645,74,99,0
1.0285066601939288,80,96,0
4.582316656287187,144,91,1
3.3345558747680624,144,85,1
1.0738280427186402,66,95,0
2.969446494349789,151,90,1
0.8289341969976135,87,96,0
1.1332034840857264,63,96,0
3.3506457929026645,123,89,1
0.9148567775742217,68,96,0
0.8071413985807716,96,95,0
0.9138318857166888,67,98,0
3.563124450070716,130,88,1
3.68898965292786,156,85,1
0.9647978724351645,60,97,0
1.1936884441654256,95,95,0
0.9178539169887081,68,95,0
4.294671610216891,122,90,1
3.6347704023290466,111,86,1
3.3530062332878376,121,90,1
3.3900014475223523,118,88,1
4.992694926632234,149,91,1
1.1439519198428647,94,95,0
3.99152669038063,154,88,1
4.133810494287058,118,86,1
0.8127051541283996,86,99,0
4.566955315970548,121,87,1
4.740414195554967,153,87,1
3.6543254863607375,149,88,1
1.0525985626632972,60,96,0
3.904957052491424,116,87,1
1.010627543645581,68,97,0
1.143416024478888,77,98,0
1.022924971451742,71,98,0
0.9931475127053959,86,99,0
1.1180099262876375,84,95,0
1.1540446975513565,75,98,0
3.391549235545963,147,85,1
1.1799413075850969,61,96,0
1.1870437204309838,66,98,0
0.9984814935618112,70,99,0
4.306322848524884,121,86,1
0.9742837902190026,71,98,0
3.0882453730518797,144,86,1
3.9804380638287107,113,85,1
0.942919644199718,60,99,0
1.0837190866335145,85,98,0
3.676038536704631,133,86,1
3.218601688911901,120,85,1
1.160913959095427,91,97,0
4.211645521689763,140,88,1
1.190519767372543,98,96,0
4.432593466748679,123,89,1
0.9980907402063767,74,96,0
4.216969573013283,114,85,1
3.921837364527433,124,89,1
0.9393070541439775,68,97,0
0.8603935637058163,97,96,0
4.357406249152202,157,90,1
4.90835903807945,156,86,1
0.8781118297128806,86,96,0
3.5184194400478117,121,90,1
0.9940101970631194,79,95,0
1.1048156732530758,98,97,0
4.14431837678241,137,85,1
0.8925948057882074,78,97,0
4.401786104488415,151,89,1
3.1032449069914136,129,91,1
0.8774388512653772,91,96,0
0.986724782567575,62,97,0
1.1722062613338622,69,99,0
2.8689373494408117,112,90,1
1.1706319050291412,92,98,0
3.199072047684135,144,89,1
2.93592909304997,121,86,1
4.1988799416574984,131,90,1
3.47466834937036,120,91,1
3.1776371699781905,118,86,1
4.373976587637585,159,85,1
0.9947633770444675,86,97,0
1.0407195735700454,81,96,0
4.7700236427533484,152,87,1
0.9287035254919352,74,97,0
3.4086969965620417,117,86,1
3.972686614086253,122,91,1
4.795176908148699,147,88,1
0.9503030755321988,72,99,0
0.9867827603070037,60,95,0
3.4462381605670576,154,90,1
3.3871766572594564,131,87,1
1.0802445563171585,86,97,0
0.8138873316635352,65,97,0
0.8866917385899694,83,97,0
2.879320020071378,130,91,1
1.029771086701645,65,99,0
4.957468284036027,157,85,1
3.1786005031166695,111,90,1
1.138299281470073,97,96,0
4.637559595035974,140,86,1
0.9924228290717266,62,95,0
4.693575088063871,152,85,1
0.9716788589465802,64,97,0
4.462166391110435,145,90,1
1.1536122747080173,89,95,0
0.8794583499477019,77,95,0
3.1170339010561836,155,88,1
4.264421584412545,115,88,1
0.9662927041511227,94,96,0
3.850719634436708,138,88,1
3.5816248034240354,123,85,1
3.471264529664601,128,86,1
4.490729081588571,149,91,1
0.9483460218629386,94,99,0
0.9544684502400324,93,96,0
4.5341823479860395,147,88,1
2.543357519776456,155,87,1
3.634717532737083,117,89,1
4.0307973982581125,154,90,1
4.990147132214042,121,89,1
4.196885969130024,122,88,1
0.9315547371419514,80,98,0
4.3657773049698285,132,86,1
4.252433387436513,144,90,1
1.1604754032288516,73,95,0
4.33129834127112,144,86,1
2.654164590732143,133,89,1
3.4799360625006117,145,91,1
3.9556394141351534,145,91,1
1.0881510200031212,86,98,0
4.820679416040129,157,86,1
1.1957936750272016,80,97,0
0.8226151883122302,80,95,0
1.0217249428128352,87,98,0
0.8069316980472468,89,99,0
1.1269125808787566,89,97,0
1.1589960878968601,76,97,0
3.066488447852147,111,89,1
0.8862338049369448,75,95,0
2.5218018157022097,140,91,1
4.613790403451311,151,90,1
3.7870730268312585,131,87,1
0.8776801089232238,76,99,0
1.1554016566385474,68,97,0
3.9787933588413753,152,86,1
4.571563604628766,137,90,1
4.679615415482448,134,85,1
3.486752262852748,114,88,1
1.1364098954788335,92,99,0
1.0985206807454395,95,97,0
0.8774259412041266,64,98,0
0.9301827727263388,94,97,0
0.8156491311846829,92,98,0
4.808671714196992,134,87,1
3.659684527406101,128,88,1
0.8183888374441283,73,99,0
3.067135487593063,130,89,1
3.2121734192748628,117,88,1
2.6217141713680814,149,91,1
4.666946762003243,141,86,1
3.508360331615693,151,88,1
0.9327361740233332,61,96,0
2.927827908491037,110,85,1
3.120284203124414,130,87,1
0.8354797523587612,66,98,0
1.0665774224609788,91,99,0
1.1569877274448057,90,96,0
0.9970000566894008,90,96,0
0.846255689128213,72,99,0
0.8178884406487961,83,97,0
4.846989390918329,145,90,1
4.151152018075845,143,85,1
3.1835457923902055,154,85,1
4.087575890978244,131,85,1
3.8663917693224965,145,87,1
3.0089887523625425,147,88,1
3.7901095077776223,141,91,1
1.1874130936626532,67,99,0
4.626106585560601,140,91,1
0.9753719425603536,61,96,0
3.1239626406598253,139,85,1
0.8916494087200162,91,95,0
3.435287126500156,153,91,1
3.633384563204563,153,90,1
0.873573789914584,85,97,0
4.127726923924358,138,85,1
3.992477018171848,148,86,1
3.6219930190274283,139,89,1
3.425178310324573,149,89,1
0.9583918271113209,76,98,0
0.900991083921222,67,95,0
1.0547976155862526,75,95,0
4.374880986005699,131,87,1
2.6118853503818555,148,89,1
1.0123250171382807,89,98,0
3.1443159007883836,114,89,1
1.1233858734286564,78,98,0
4.586380266236693,125,87,1
4.0325080612719715,134,88,1
1.133401855998986,60,97,0
1.1855521333291281,77,99,0
4.447734647380198,116,86,1
0.8183297549236437,76,99,0
1.0013763217969807,79,95,0
4.312801942286866,121,89,1
0.8003831008937061,83,95,0
0.8877410482467593,67,97,0
1.0658335318664793,91,97,0
1.0895703814019015,98,96,0
0.8725941538297213,80,96,0
0.9118017758595086,85,97,0
2.750106675785399,122,88,1
3.1706424862227953,117,89,1
2.5047276103589478,132,87,1
0.934076550180679,85,97,0
0.855396988216949,81,98,0
3.6068795474246014,144,91,1
2.9202428915550454,118,86,1
4.414739368305749,150,89,1
0.8809636611216877,66,98,0
0.9733382931880005,65,97,0
0.9769944314250253,64,96,0
0.9649175560280011,81,96,0
1.147499817923187,73,95,0
0.9577790303857456,71,96,0
1.1817357076577915,98,99,0
0.8247656532255296,63,98,0
1.074151675888248,84,96,0
3.3349999822857646,126,90,1
3.611591161432556,158,87,1
4.333148644363055,129,86,1
4.792393719070646,111,90,1
2.880765810401897,142,91,1
0.823297579594265,79,98,0
4.587836994656319,141,89,1
2.8507215864789988,116,89,1
1.0528272880738538,80,95,0
0.8780653771076663,70,99,0
3.3784250093297237,151,85,1
3.3404872478509318,127,87,1
2.784339085838265,117,91,1
3.8875569115105875,122,89,1
4.3568142911737056,145,88,1
0.8208783411127452,93,95,0
4.717757914926215,138,89,1
3.530740102185102,119,86,1
3.3007830454585214,120,88,1
4.206093384985339,139,91,1
1.181707716257347,79,95,0
2.735746481311708,159,90,1
0.8290824325138504,88,97,0
4.158559107627106,129,85,1
1.0233208101227496,62,96,0
3.30294092071836,121,90,1
3.594637846880067,154,91,1
1.1646466881663056,71,98,0
0.8279597634807743,76,95,0
1.1362672748740672,75,98,0
1.1960588956713536,92,95,0
2.69149895321502,149,86,1
0.9043428572023443,79,99,0
1.1264862005699219,76,99,0
1.0431744842988973,83,95,0
1.1642347214670123,70,99,0
1.1001005395963999,85,96,0
3.4185451545539136,122,86,1
4.3114280429521905,123,85,1
0.8067904348795207,83,99,0
1.1192892667004404,94,95,0
0.861964370076307,98,99,0
4.217152757797345,153,90,1
4.4296551085690705,158,88,1
1.1581686303902943,62,97,0
3.1307943257157036,147,86,1
3.2557673531508398,157,86,1
3.5937704573728233,145,86,1
4.904846211151272,156,91,1
3.624614969200849,122,85,1
1.100977302645703,62,95,0
0.9284282587504163,66,96,0
0.8655399060563719,88,95,0
3.8335856632173124,147,89,1
4.630738657701451,137,89,1
2.709055444785065,147,89,1
3.734153965670325,136,90,1
0.8059901094029214,60,98,0
3.3118743531886894,140,89,1
0.9776166524697106,96,98,0
4.868846203693969,152,86,1
3.033329830785464,133,88,1
0.8601750419924944,88,97,0
1.1157890468215486,66,96,0
4.475599309664281,113,87,1
4.249720110254618,135,91,1
4.211815063792703,111,87,1
0.959993685024072,81,95,0
1.1315742442176424,60,95,0
1.0433111259543701,90,95,0
4.95697297172582,135,91,1
2.5454895398609034,148,85,1
3.8124232683381756,121,86,1
4.275028005083075,151,87,1
1.0055094813123988,84,99,0
1.0334322305545383,98,97,0
1.013181346107283,80,96,0
3.5686204497482077,158,90,1
3.3653054798281943,147,87,1
2.961053363881175,132,85,1
3.7775313230917082,129,85,1
1.1990960636446188,86,99,0
0.8389232929106992,85,97,0
3.813159589738188,141,85,1
4.742832793427457,113,90,1
3.5297424292833552,152,85,1
3.8659459257604087,144,88,1
4.5197976342179755,137,89,1
2.5240673049323417,143,89,1
3.69491172886886,123,85,1
1.181237597701275,88,95,0
2.7371303141166163,118,86,1
0.956621178907176,68,96,0
0.9531929946093622,61,98,0
1.1745993328523041,80,98,0
1.1254108255801127,95,97,0
2.817682189212873,146,89,1
1.0890222823594964,80,98,0
1.0881808077464747,82,95,0
0.9783880015487231,77,98,0
4.203968314831026,117,87,1
4.420010682069359,149,88,1
2.6597664828030037,127,87,1
4.129994512576146,116,88,1
3.8118327190453307,122,88,1
1.1300828143270027,91,98,0
0.9948001668295416,75,96,0
2.7957695233483117,121,85,1
1.070482498464949,96,99,0
3.111346252465289,151,85,1
0.9103505309592684,68,99,0
0.9234551036844509,63,97,0
0.9645682260657039,96,95,0
1.04047413538965,96,97,0
0.9960523963013284,87,95,0
0.8914788835763562,84,95,0
3.4255700039964183,152,91,1
3.4848236858183346,145,88,1
0.9401001175256121,62,96,0
4.227476082440933,147,85,1
3.627492317206671,142,88,1
4.670799111736976,144,87,1
3.6676091106485806,149,90,1
1.0426731228731612,94,95,0
4.800377122856262,110,85,1
1.0693445473898198,97,99,0
3.3386074169741606,134,88,1
0.9878049358136471,85,99,0
3.160450237276997,151,85,1
4.848133748850193,143,87,1
1.1493301245623178,71,96,0
0.9505196110370091,79,97,0
1.0094507779804789,91,95,0
0.9887334184281863,87,97,0
3.9237056241167934,149,87,1
3.7509945568479077,153,90,1
1.1637406429217443,73,98,0
4.876301876262536,158,90,1
3.567607625738404,124,89,1
4.782548196693753,112,90,1
3.4914616885238865,144,89,1
0.9168930648642077,96,95,0
0.9452895570653369,87,96,0
4.744540288762779,143,89,1
1.120692722896939,70,96,0
1.1052528505016106,99,98,0
3.5804192055768165,123,90,1
3.426767037194974,110,87,1
3.846731933265363,147,88,1
4.012119558718977,120,86,1
0.9304135692791007,93,99,0
1.0205505023250516,72,99,0
3.6203233496076894,158,91,1
0.9309349150888924,81,98,0
0.8548493589394236,98,99,0
3.57758131682247,141,89,1
3.3141075406253426,111,89,1
1.1518708445703973,85,96,0
0.9806740797871348,95,97,0
4.784692580365476,112,89,1
0.817130418192338,68,97,0
1.1322146842098775,62,96,0
3.5160791061277283,159,87,1
0.9703959025069905,73,95,0
3.7428982223096194,131,85,1
4.06498815257534,140,85,1
3.1614043583785674,152,88,1
4.973688077228042,118,90,1
1.1351322309846863,79,99,0
0.8138443885525918,65,97,0
3.8221555785209334,114,88,1
1.185684526413056,94,98,0
4.24849517399428,131,88,1
4.3851696707279295,133,86,1
4.552541169250919,147,91,1
1.1818275419722204,62,97,0
0.9447451101197751,89,98,0
4.02883569577952,115,89,1
0.9898364739355606,71,97,0
2.5300067619251916,112,87,1
2.8469789873372324,153,86,1
0.9429286156843616,73,96,0
2.5594878487248622,131,88,1
2.6955236210460005,131,90,1
3.0128592188167955,115,89,1
4.173964267052553,158,85,1
4.461474004615729,116,86,1
1.1921939790948213,63,99,0
4.159154207850557,148,90,1
3.4474936070678344,122,88,1
3.458036608498106,159,89,1
3.844396943954854,115,86,1
1.077451810107605,86,96,0
1.0440916434210314,87,97,0
3.186479148130198,148,90,1
0.9062011536460355,89,99,0
4.769568892023564,132,88,1
1.1582004459850888,69,99,0
1.195333185779373,88,98,0
3.026283341920246,114,88,1
4.69431534340966,111,87,1
3.3210647106149542,148,87,1
0.8657092981438315,60,95,0
0.8022095603513317,94,98,0
0.9795133259857149,70,97,0
2.5556701732678206,152,87,1
3.0449770607285043,125,85,1
1.0826282546467563,88,99,0
0.8792670044226482,67,97,0
4.518122834548037,135,91,1
3.794470631293304,132,86,1
1.0177614247382225,84,98,0
1.0951262852385932,98,95,0
1.1976379833550983,73,95,0
1.1184387522145542,63,95,0
2.891390651118838,120,87,1
4.029998194706353,137,88,1
1.0657551966139958,60,97,0
3.2333848586130607,143,90,1
1.0491234699309049,82,99,0
0.8635279600322523,89,99,0
0.8205512767970273,67,99,0
4.719865964400923,147,89,1
1.0905984525165509,69,96,0
2.857966860795807,152,85,1
4.108141998645692,126,85,1
3.1362724327413405,146,88,1
2.760057009928339,112,90,1
0.8049258162391744,67,97,0
3.1169508405673545,125,89,1
0.9477379015489354,85,98,0
0.8647091606478055,63,98,0
1.0755758858312867,62,97,0
3.7023111114676572,141,87,1
2.724093822960855,135,88,1
0.9645060537019545,69,95,0
4.5947103331187344,158,91,1
3.3809192721799612,132,87,1
0.9590822426677681,67,96,0
3.248654211599616,112,90,1
2.5996570701779493,159,91,1
3.3422986385016484,142,90,1
2.7626063733062285,132,87,1
1.1152832480156434,83,99,0
0.8280385039788482,78,96,0
4.3069157108446205,142,85,1
1.1638371631754332,62,99,0
0.9445665478598482,86,97,0
1.0268529106300974,89,99,0
4.389988347888062,156,86,1
0.96622659999143,89,95,0
2.9920141638337947,142,90,1
3.4135367822987073,124,85,1
1.155199572538292,79,96,0
0.8905200862649015,79,95,0
1.1454887926335464,69,96,0
3.3126785502164187,157,89,1
1.1290846584803198,97,98,0
0.9077587971592428,84,98,0
1.1912887456261465,98,98,0
3.3242549276316318,113,88,1
1.08180777390478,97,96,0
4.004063983354692,141,88,1
3.7439837862907885,132,87,1
4.298815895051332,114,91,1
1.0724058010404425,65,96,0
1.160603071982509,74,98,0
4.419917098822363,140,90,1
0.9623555025786482,66,99,0
2.718087546165771,152,85,1
1.1295098244283697,69,98,0
0.9456754391157892,95,99,0
2.839007567449159,147,86,1
4.29376301521092,139,85,1
0.8089379087402457,65,98,0
3.760060734714994,126,88,1
3.103780373360112,136,88,1
2.853594265908948,113,87,1
1.13878628760855,93,97,0
3.0748430108140434,131,90,1
1.0036312972983583,89,97,0
4.840389704167833,125,86,1
4.7778911392701815,151,90,1
0.8777469074283869,62,95,0
0.8454183014330416,60,96,0
3.309636380996427,115,91,1
0.8933871763741262,68,95,0
4.223278558230534,120,85,1
0.8103597399630981,73,97,0
3.800688206080373,119,86,1
1.1154446000661158,98,97,0
1.0586634446525274,97,95,0
3.4555318202138032,144,89,1
4.534016944263907,140,89,1
1.0980398029265408,68,99,0
0.9274003592481409,91,98,0
3.0951038692723545,125,86,1
3.4660075416556833,128,89,1
3.243618472977814,143,88,1
1.1706076971015233,61,96,0
1.0884906224885396,86,99,0
4.867575143655868,126,85,1
4.259580679613539,148,87,1
4.72852245946281,119,85,1
4.096020552581912,127,89,1
2.564298075963383,114,87,1
2.708645760331945,125,88,1
0.9821599060575728,90,97,0
3.431687528376888,117,90,1
4.156147702498718,137,89,1
1.0377313296590944,65,99,0
4.393561984586367,153,90,1
0.9803124451579034,94,96,0
0.8321297332895123,71,97,0
0.9740018586451005,74,97,0
0.8216570430021967,65,97,0
3.2592380563566117,138,87,1
1.0443107755012266,92,97,0
0.9531858504407659,70,97,0
3.8475683223242947,154,85,1
3.76182202887361,149,88,1
1.1586600563189036,78,97,0
4.365504290958405,130,86,1
0.9673298290760721,93,97,0
0.9217059631988708,89,95,0
1.1843316386208853,72,99,0
4.811232122276243,126,88,1
1.0687556279980532,92,95,0
4.214645599575664,138,86,1
3.3573854514246344,113,85,1
1.1321542095490806,78,97,0
3.9400681752882822,128,90,1
0.8590271582745619,66,97,0
4.476901716635759,132,90,1
1.0724598550824507,94,95,0
4.097966221759361,127,85,1
4.9892359124850145,126,89,1
3.9512613060727277,144,87,1
3.6598602759296672,150,85,1
0.9085286225025102,85,98,0
3.9548946555531344,146,86,1
1.0632023409650642,84,98,0
1.0911913350811444,83,99,0
0.9077254412457162,90,97,0
0.9176929974639207,76,97,0
0.9840753882795499,91,98,0
3.0353389460027858,133,90,1
1.0335978986076777,84,97,0
0.8414194869062686,89,95,0
3.519177438457093,126,91,1
3.9685213071473604,144,89,1
1.0220114724066613,65,98,0
1.009307620102164,85,96,0
0.9956579243572607,80,99,0
3.50316492971349,124,87,1
0.9967724215770166,70,96,0
3.9362245907036826,148,86,1
2.672496154249551,119,87,1
0.9547306844289203,76,97,0
0.9120738896824329,82,96,0
0.8442152153191691,90,98,0
0.8808674261963086,86,95,0
2.72724203006767,150,87,1
4.89726944288954,113,90,1
3.0282782565627664,157,87,1
4.682982407357991,155,87,1
1.141324470456416,67,97,0
0.8819710517889442,68,95,0
4.912997779530254,140,86,1
4.447325084450712,141,87,1
1.1795577349188724,86,95,0
1.1632605688937303,80,95,0
2.732634400847532,129,89,1
2.5774584410220216,159,89,1
0.8891977973811415,63,96,0
0.9312554732624696,60,98,0
1.096420552331021,98,97,0
2.5532387803561387,118,88,1
0.9795126437557924,75,96,0
0.8067758445402866,82,98,0
1.0616918297913625,91,96,0
1.0726787314289834,64,95,0
3.9402973156696364,122,88,1
4.165721397812594,152,86,1
0.9247020510371169,73,97,0
4.250474399362475,154,90,1
0.8768994086971299,84,96,0
3.9288944084678463,138,89,1
1.0954472025433746,78,98,0
1.1295812432943495,71,97,0
3.499153038754404,110,85,1
0.8051678096584818,97,97,0
0.8915036438448847,76,99,0
4.707319916584326,144,90,1
1.13845286316183,68,96,0
0.86320907438642,80,98,0
4.245370403546499,140,86,1
1.0096703467735717,81,98,0
2.545739321574011,146,87,1
3.9892006800697866,154,89,1
3.0741681645773387,114,91,1
1.1436755187153869,72,95,0
1.0498355995301318,78,99,0
2.822905713439228,120,91,1
1.1697937779453131,67,95,0
0.9690735196238952,97,99,0
0.8355498873711128,94,99,0
0.8354983489784691,72,98,0
1.1959387227120328,79,95,0
0.8761478224050385,96,95,0
1.0405064728322737,97,98,0
2.572931297618077,130,86,1
3.274148102877122,150,88,1
1.1342305381734756,79,99,0
4.553175041066609,123,87,1
1.0661108296084396,79,98,0
0.9376346761615073,70,98,0
4.104085980173135,119,85,1
1.0882829963891818,65,98,0
1.1805600661785167,77,99,0
1.0346352604375038,89,98,0
0.9750012030753333,94,96,0
2.8101285330245247,152,91,1
0.8085472958971589,88,97,0
3.0837862587215086,149,87,1
3.021547615431756,158,91,1
3.3220839264836752,129,85,1
3.327940641337766,132,89,1
2.5434594476621495,127,87,1
1.1422126247383426,72,97,0
4.2828877797643665,155,91,1
0.8687634697008396,63,96,0
2.5930981813921514,129,91,1
3.0167599758791805,133,85,1
3.1506641899603998,117,85,1
3.224178323848803,149,89,1
1.0037694242433954,89,96,0
3.822679170373571,143,87,1
3.3289546567398722,119,88,1
1.070810569260333,96,96,0
4.269176453636416,127,90,1
3.472193420905313,131,85,1
0.844291597513811,78,96,0
0.9206293705180537,87,98,0
4.019144339165011,121,86,1
3.203741643681394,123,91,1
0.8266137037311945,80,98,0
4.596640627188446,114,87,1
3.116082293785724,115,91,1
4.414178543754644,156,91,1
2.687962398424895,151,87,1
2.8618636830796773,153,85,1
4.225826941243009,137,90,1
1.1660216091380626,79,96,0
4.814917001562744,122,85,1
2.841081512399369,156,90,1
4.834148730872917,148,87,1
3.8158104180633137,142,90,1
0.9862463649815636,95,97,0
3.760384634156824,146,87,1
3.4811687740182617,126,88,1
1.13127289842972,71,97,0
2.790775844931797,135,86,1
4.481551104238366,155,89,1
2.5952454937376483,139,88,1
4.964668437328276,126,85,1
2.705320842930894,140,85,1
0.9729498557790413,79,96,0
0.9459992295549934,80,99,0
3.3002655636273897,135,86,1
1.0089439030413718,86,98,0
0.9717576364326856,89,97,0
0.8004809624662274,79,96,0
2.7415825455609246,144,87,1
3.6503776392035108,149,85,1
3.7310688833541854,131,91,1
0.8820645398524183,65,95,0
3.910875597186862,122,85,1
3.3349020383326637,137,86,1
3.349273118459344,134,89,1
4.589868336040819,113,88,1
1.1168194945727077,65,99,0
3.883149479939809,111,86,1
0.957343608204662,86,97,0
0.8935044458198331,67,98,0
1.1461165591784597,97,95,0
1.0246282708483223,77,98,0
0.957054660974717,63,97,0
0.9855707680525142,83,99,0
1.1250236860933769,79,98,0
0.9279912162491459,77,99,0
0.9498204820190157,94,95,0
1.1938757048914042,94,99,0
3.0929236640024795,159,86,1
4.568999258179875,157,86,1
3.576612761776929,120,85,1
2.6351587416755167,144,89,1
1.1703666447602015,75,96,0
2.6979739055158753,117,91,1
3.3459229263588197,137,91,1
0.8152924044782831,85,97,0
4.337492817082415,139,86,1
3.7433746254052083,122,88,1
1.1757159885736574,76,96,0
0.9856526205987074,66,99,0
4.698179243134835,140,90,1
1.0619733665141984,93,95,0
4.653643627878274,120,88,1
0.9581650415223856,68,97,0
0.8359628807935535,69,96,0
0.9185747220794599,64,95,0
1.0832787399451969,74,95,0
4.321841844420205,126,90,1
0.883560286447049,61,95,0
0.9681869237615306,64,98,0
1.1748279517490414,95,96,0
2.822666039104092,128,89,1
3.2517957588111774,142,90,1
2.5421861640996544,111,87,1
1.164429602075096,96,98,0
0.8161450483883265,63,96,0
2.618393888419404,146,91,1
4.827337752410813,127,86,1
0.8245028153212862,93,96,0
1.1531014540488305,89,99,0
0.8311549737173866,86,95,0
3.3942107907735966,158,86,1
1.1245958972941847,75,99,0
1.034716243399694,69,98,0
0.9512004851167732,67,99,0
3.1138388886742927,157,90,1
0.8536071293682437,63,95,0
4.486447488607932,113,89,1
4.6856282440740324,150,91,1
4.569763739485773,150,85,1
0.8102001851024732,68,99,0
2.80798347572344,111,90,1
4.154430876994976,136,85,1
4.521758505524684,130,88,1
2.523591266072968,156,91,1
4.647104138029139,159,89,1
1.158960812005324,99,96,0
1.1113273550209666,80,99,0
4.83390584001688,143,88,1
1.073289494787604,64,96,0
3.99939370448436,119,88,1
0.9621580817831421,78,98,0
1.0049029600712207,95,95,0
0.8275588515189413,83,98,0
0.8747785000483262,85,98,0
4.140356246095476,117,90,1
0.8238809668662759,97,99,0
0.9837261651611738,71,99,0
0.938792365145503,71,96,0
1.041435010426515,77,95,0
1.0796938632278135,80,95,0
1.0400164777348488,98,95,0
0.8382604201916295,66,95,0
2.745262674629247,141,89,1
1.1484833576796742,99,97,0
1.131943231782282,98,98,0
3.6398153617990934,152,86,1
3.0091643167163413,156,88,1
1.1668883698299939,73,97,0
3.4905314469819357,123,90,1
3.273288676252533,116,91,1
4.981299136061611,139,90,1
4.025064967330991,145,90,1
3.622836965207734,116,85,1
4.244333749583383,113,85,1
1.1632299632214331,97,98,0
